fid,AREA_HA,PERIMETRO_M,TAMANHO,INDICE_FORMA,CLASSE_FORMA,AREA_NUCLEAR_HA,ISOLAMENTO_M,CLASSE_CONECTIVIDADE,MUNICIPIOS
2803,33.77,4134.6,Médio (10-100 ha),2.01,"Muito alongado (DI ≥ 2,0)",17.86,20.23,Alta conectividade (< 100 m),Apiacá
2804,2.95,907.73,Muito pequeno (< 5 ha),1.49,"Compacto (DI < 1,5)",0.09,53.47,Alta conectividade (< 100 m),Mimoso do Sul
2805,0.99,439.67,Muito pequeno (< 5 ha),1.24,"Compacto (DI < 1,5)",0,39.3,Alta conectividade (< 100 m),Apiacá
2806,0.78,331.18,Muito pequeno (< 5 ha),1.06,"Compacto (DI < 1,5)",0,37.82,Alta conectividade (< 100 m),Apiacá
2808,1.66,706.03,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0,112.21,Média conectividade (100-500 m),Apiacá
2809,3.52,1498.79,Muito pequeno (< 5 ha),2.25,"Muito alongado (DI ≥ 2,0)",0,23.9,Alta conectividade (< 100 m),Apiacá
2810,19.08,2773.25,Médio (10-100 ha),1.79,"Alongado (1,5 ≤ DI < 2,0)",8.19,114.35,Média conectividade (100-500 m),Apiacá
2811,13.45,3073.11,Médio (10-100 ha),2.36,"Muito alongado (DI ≥ 2,0)",2.23,35.47,Alta conectividade (< 100 m),Apiacá
2812,1.26,573.7,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0,336.92,Média conectividade (100-500 m),Mimoso do Sul
2813,5.86,1802.66,Pequeno (5-10 ha),2.1,"Muito alongado (DI ≥ 2,0)",0.17,59.94,Alta conectividade (< 100 m),Apiacá
2814,0.89,484.07,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,53,Alta conectividade (< 100 m),Apiacá
2815,3.65,1470.15,Muito pequeno (< 5 ha),2.17,"Muito alongado (DI ≥ 2,0)",0,53,Alta conectividade (< 100 m),"Apiacá,Bom Jesus do Norte"
2817,1.16,680.7,Muito pequeno (< 5 ha),1.78,"Alongado (1,5 ≤ DI < 2,0)",0,18.81,Alta conectividade (< 100 m),Apiacá
2818,1.91,668.34,Muito pequeno (< 5 ha),1.36,"Compacto (DI < 1,5)",0,82.04,Alta conectividade (< 100 m),Apiacá
2819,17.13,1898.64,Médio (10-100 ha),1.29,"Compacto (DI < 1,5)",9.18,452.02,Média conectividade (100-500 m),Apiacá
2820,1.05,407.14,Muito pequeno (< 5 ha),1.12,"Compacto (DI < 1,5)",0,91.61,Alta conectividade (< 100 m),Apiacá
2821,1.46,616.89,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0,87.79,Alta conectividade (< 100 m),Apiacá
2822,0.83,403.27,Muito pequeno (< 5 ha),1.25,"Compacto (DI < 1,5)",0,69.24,Alta conectividade (< 100 m),Apiacá
2824,0.67,423.36,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,50.3,Alta conectividade (< 100 m),Apiacá
2825,1.21,797.57,Muito pequeno (< 5 ha),2.05,"Muito alongado (DI ≥ 2,0)",0,49.68,Alta conectividade (< 100 m),Apiacá
2826,31.08,5986.59,Médio (10-100 ha),3.03,"Muito alongado (DI ≥ 2,0)",10.71,147.5,Média conectividade (100-500 m),"Apiacá,Bom Jesus do Norte"
2827,59.91,7089.76,Médio (10-100 ha),2.58,"Muito alongado (DI ≥ 2,0)",30.1,50.3,Alta conectividade (< 100 m),Apiacá
2828,1.23,889,Muito pequeno (< 5 ha),2.26,"Muito alongado (DI ≥ 2,0)",0,138.22,Média conectividade (100-500 m),Apiacá
2829,1.58,641.4,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0,126.52,Média conectividade (100-500 m),Mimoso do Sul
2831,0.59,331.69,Muito pequeno (< 5 ha),1.22,"Compacto (DI < 1,5)",0,903.3,Baixa conectividade (≥ 500 m),Apiacá
2832,2.32,843.53,Muito pequeno (< 5 ha),1.56,"Alongado (1,5 ≤ DI < 2,0)",0,33.92,Alta conectividade (< 100 m),Bom Jesus do Norte
2834,2.44,838.7,Muito pequeno (< 5 ha),1.51,"Alongado (1,5 ≤ DI < 2,0)",0.06,132.99,Média conectividade (100-500 m),Mimoso do Sul
2835,1.22,571.29,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,65.55,Alta conectividade (< 100 m),Apiacá
2836,2.75,1474.41,Muito pequeno (< 5 ha),2.51,"Muito alongado (DI ≥ 2,0)",0,91.48,Alta conectividade (< 100 m),Mimoso do Sul
2837,1.03,415.11,Muito pequeno (< 5 ha),1.15,"Compacto (DI < 1,5)",0,330.6,Média conectividade (100-500 m),"Apiacá,Bom Jesus do Norte"
2838,0.6,328.47,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0,241.88,Média conectividade (100-500 m),Apiacá
2839,59.89,6219.8,Médio (10-100 ha),2.27,"Muito alongado (DI ≥ 2,0)",33.44,147.5,Média conectividade (100-500 m),Bom Jesus do Norte
2840,1.5,673.46,Muito pequeno (< 5 ha),1.55,"Alongado (1,5 ≤ DI < 2,0)",0,90.24,Alta conectividade (< 100 m),Mimoso do Sul
2841,2.29,899.22,Muito pequeno (< 5 ha),1.68,"Alongado (1,5 ≤ DI < 2,0)",0,355.38,Média conectividade (100-500 m),Apiacá
2843,1.74,1042.89,Muito pequeno (< 5 ha),2.23,"Muito alongado (DI ≥ 2,0)",0,66.92,Alta conectividade (< 100 m),Bom Jesus do Norte
2844,0.66,504.14,Muito pequeno (< 5 ha),1.76,"Alongado (1,5 ≤ DI < 2,0)",0,86.77,Alta conectividade (< 100 m),Bom Jesus do Norte
2845,2.69,844.79,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0.07,44.57,Alta conectividade (< 100 m),Apiacá
2846,0.79,415.74,Muito pequeno (< 5 ha),1.32,"Compacto (DI < 1,5)",0,16.09,Alta conectividade (< 100 m),Bom Jesus do Norte
2847,0.88,486.14,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,21.99,Alta conectividade (< 100 m),Mimoso do Sul
2848,0.58,316.21,Muito pequeno (< 5 ha),1.17,"Compacto (DI < 1,5)",0,405.84,Média conectividade (100-500 m),Apiacá
2849,1.47,730.51,Muito pequeno (< 5 ha),1.7,"Alongado (1,5 ≤ DI < 2,0)",0,45.15,Alta conectividade (< 100 m),Apiacá
2850,0.97,395.39,Muito pequeno (< 5 ha),1.13,"Compacto (DI < 1,5)",0,141.33,Média conectividade (100-500 m),Apiacá
2851,3.23,1167.86,Muito pequeno (< 5 ha),1.83,"Alongado (1,5 ≤ DI < 2,0)",0,15.69,Alta conectividade (< 100 m),Mimoso do Sul
2853,1.41,607.38,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0,21.99,Alta conectividade (< 100 m),Mimoso do Sul
2854,1.98,812.41,Muito pequeno (< 5 ha),1.63,"Alongado (1,5 ≤ DI < 2,0)",0.01,184.95,Média conectividade (100-500 m),Mimoso do Sul
2855,0.52,361.58,Muito pequeno (< 5 ha),1.41,"Compacto (DI < 1,5)",0,16.09,Alta conectividade (< 100 m),Bom Jesus do Norte
2856,12.04,3212.24,Médio (10-100 ha),2.61,"Muito alongado (DI ≥ 2,0)",2.03,33.26,Alta conectividade (< 100 m),Mimoso do Sul
2857,0.94,492.21,Muito pequeno (< 5 ha),1.43,"Compacto (DI < 1,5)",0,241.88,Média conectividade (100-500 m),Apiacá
2858,2.67,829.96,Muito pequeno (< 5 ha),1.43,"Compacto (DI < 1,5)",0.13,15.69,Alta conectividade (< 100 m),Mimoso do Sul
2859,1.77,1289.37,Muito pequeno (< 5 ha),2.74,"Muito alongado (DI ≥ 2,0)",0,27.45,Alta conectividade (< 100 m),Apiacá
2861,6.03,1681.76,Pequeno (5-10 ha),1.93,"Alongado (1,5 ≤ DI < 2,0)",0.82,28.66,Alta conectividade (< 100 m),Apiacá
2862,119.82,10757.38,Grande (100-250 ha),2.77,"Muito alongado (DI ≥ 2,0)",72.09,66.92,Alta conectividade (< 100 m),"São José do Calçado,Bom Jesus do Norte"
2863,3.39,1041.14,Muito pequeno (< 5 ha),1.59,"Alongado (1,5 ≤ DI < 2,0)",0.09,253.1,Média conectividade (100-500 m),Apiacá
2866,3.97,1120.02,Muito pequeno (< 5 ha),1.59,"Alongado (1,5 ≤ DI < 2,0)",0.19,72.99,Alta conectividade (< 100 m),Bom Jesus do Norte
2867,14.2,3295.14,Médio (10-100 ha),2.47,"Muito alongado (DI ≥ 2,0)",3.1,27.32,Alta conectividade (< 100 m),"Mimoso do Sul,São José do Calçado,Alegre"
2868,48.83,4582.98,Médio (10-100 ha),1.85,"Alongado (1,5 ≤ DI < 2,0)",28.9,21.18,Alta conectividade (< 100 m),"Apiacá,São José do Calçado"
2869,7.9,1871.53,Pequeno (5-10 ha),1.88,"Alongado (1,5 ≤ DI < 2,0)",1.45,21.15,Alta conectividade (< 100 m),"Mimoso do Sul,São José do Calçado"
2870,17.13,3747.38,Médio (10-100 ha),2.55,"Muito alongado (DI ≥ 2,0)",3.32,45.6,Alta conectividade (< 100 m),"Apiacá,São José do Calçado"
2873,48.77,4976.87,Médio (10-100 ha),2.01,"Muito alongado (DI ≥ 2,0)",26.9,53.83,Alta conectividade (< 100 m),"Mimoso do Sul,São José do Calçado"
2874,1.79,1022.99,Muito pequeno (< 5 ha),2.16,"Muito alongado (DI ≥ 2,0)",0,47.94,Alta conectividade (< 100 m),Apiacá
2876,13.76,2552.48,Médio (10-100 ha),1.94,"Alongado (1,5 ≤ DI < 2,0)",4.43,44.3,Alta conectividade (< 100 m),Apiacá
2877,4.08,1576.46,Muito pequeno (< 5 ha),2.2,"Muito alongado (DI ≥ 2,0)",0.05,28.66,Alta conectividade (< 100 m),Apiacá
2878,0.8,855.82,Muito pequeno (< 5 ha),2.69,"Muito alongado (DI ≥ 2,0)",0,27.45,Alta conectividade (< 100 m),Apiacá
2879,1.27,489.86,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",0,72.99,Alta conectividade (< 100 m),Bom Jesus do Norte
2880,3.68,798.56,Muito pequeno (< 5 ha),1.17,"Compacto (DI < 1,5)",0.73,296.14,Média conectividade (100-500 m),"Apiacá,Bom Jesus do Norte"
2881,7.68,2566.58,Pequeno (5-10 ha),2.61,"Muito alongado (DI ≥ 2,0)",0.16,23.13,Alta conectividade (< 100 m),São José do Calçado
2882,2.3,908.94,Muito pequeno (< 5 ha),1.69,"Alongado (1,5 ≤ DI < 2,0)",0,137.38,Média conectividade (100-500 m),Apiacá
2883,1.16,455.32,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0,39.12,Alta conectividade (< 100 m),Mimoso do Sul
2884,2.36,755.71,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0.01,31.16,Alta conectividade (< 100 m),São José do Calçado
2885,3.11,899.24,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0.07,27.32,Alta conectividade (< 100 m),São José do Calçado
2886,2.63,1179.34,Muito pequeno (< 5 ha),2.05,"Muito alongado (DI ≥ 2,0)",0.04,53.83,Alta conectividade (< 100 m),"Mimoso do Sul,São José do Calçado"
2887,18.45,6700.24,Médio (10-100 ha),4.4,"Muito alongado (DI ≥ 2,0)",0.63,44.3,Alta conectividade (< 100 m),Apiacá
2888,0.76,448.79,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,52.25,Alta conectividade (< 100 m),Bom Jesus do Norte
2889,1.66,539.1,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0.01,336.51,Média conectividade (100-500 m),"Apiacá,Bom Jesus do Norte"
2890,0.67,486.43,Muito pequeno (< 5 ha),1.67,"Alongado (1,5 ≤ DI < 2,0)",0,33.02,Alta conectividade (< 100 m),Apiacá
2891,4.73,856.06,Muito pequeno (< 5 ha),1.11,"Compacto (DI < 1,5)",1.33,413.71,Média conectividade (100-500 m),Apiacá
2892,16.18,2192.94,Médio (10-100 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",7.61,112.01,Média conectividade (100-500 m),"Mimoso do Sul,São José do Calçado"
2894,2.52,817.38,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0.03,21.18,Alta conectividade (< 100 m),São José do Calçado
2895,1.74,624.44,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,20.75,Alta conectividade (< 100 m),Apiacá
2896,1.14,444.12,Muito pequeno (< 5 ha),1.17,"Compacto (DI < 1,5)",0,43.6,Alta conectividade (< 100 m),São José do Calçado
2897,0.71,338.6,Muito pequeno (< 5 ha),1.13,"Compacto (DI < 1,5)",0,52.25,Alta conectividade (< 100 m),Bom Jesus do Norte
2898,0.96,545.18,Muito pequeno (< 5 ha),1.57,"Alongado (1,5 ≤ DI < 2,0)",0,129.7,Média conectividade (100-500 m),São José do Calçado
2899,1.13,1026.81,Muito pequeno (< 5 ha),2.73,"Muito alongado (DI ≥ 2,0)",0,33.02,Alta conectividade (< 100 m),Apiacá
2900,7.09,2114.35,Pequeno (5-10 ha),2.24,"Muito alongado (DI ≥ 2,0)",1.21,137.77,Média conectividade (100-500 m),Bom Jesus do Norte
2901,27.86,3816.32,Médio (10-100 ha),2.04,"Muito alongado (DI ≥ 2,0)",11.95,37,Alta conectividade (< 100 m),São José do Calçado
2903,1.98,911.52,Muito pequeno (< 5 ha),1.83,"Alongado (1,5 ≤ DI < 2,0)",0.02,61.68,Alta conectividade (< 100 m),"Mimoso do Sul,São José do Calçado"
2906,1.37,525.06,Muito pequeno (< 5 ha),1.27,"Compacto (DI < 1,5)",0,20.75,Alta conectividade (< 100 m),Apiacá
2907,3.42,1334.45,Muito pequeno (< 5 ha),2.04,"Muito alongado (DI ≥ 2,0)",0.05,60.19,Alta conectividade (< 100 m),Apiacá
2908,3.67,922.6,Muito pequeno (< 5 ha),1.36,"Compacto (DI < 1,5)",0.25,249.46,Média conectividade (100-500 m),Apiacá
2910,3.29,866.01,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0.26,30.05,Alta conectividade (< 100 m),Bom Jesus do Norte
2912,1.77,614.88,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0,188.82,Média conectividade (100-500 m),São José do Calçado
2913,8.93,1996.69,Pequeno (5-10 ha),1.88,"Alongado (1,5 ≤ DI < 2,0)",1.14,37,Alta conectividade (< 100 m),São José do Calçado
2915,0.5,313.76,Muito pequeno (< 5 ha),1.25,"Compacto (DI < 1,5)",0,206.91,Média conectividade (100-500 m),São José do Calçado
2917,0.59,458.74,Muito pequeno (< 5 ha),1.69,"Alongado (1,5 ≤ DI < 2,0)",0,234.67,Média conectividade (100-500 m),Bom Jesus do Norte
2918,13.42,2570.53,Médio (10-100 ha),1.98,"Alongado (1,5 ≤ DI < 2,0)",2.53,71.53,Alta conectividade (< 100 m),Bom Jesus do Norte
2919,2.91,961.44,Muito pequeno (< 5 ha),1.59,"Alongado (1,5 ≤ DI < 2,0)",0.06,47.21,Alta conectividade (< 100 m),Apiacá
2920,0.97,602.34,Muito pequeno (< 5 ha),1.73,"Alongado (1,5 ≤ DI < 2,0)",0,269.61,Média conectividade (100-500 m),Bom Jesus do Norte
2921,10.06,2510.62,Médio (10-100 ha),2.23,"Muito alongado (DI ≥ 2,0)",1.58,51.69,Alta conectividade (< 100 m),Apiacá
2922,2,727.29,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,112.01,Média conectividade (100-500 m),"Mimoso do Sul,São José do Calçado"
2923,36.11,5653.2,Médio (10-100 ha),2.65,"Muito alongado (DI ≥ 2,0)",13.17,114.23,Média conectividade (100-500 m),Bom Jesus do Norte
2924,6.78,2082.77,Pequeno (5-10 ha),2.26,"Muito alongado (DI ≥ 2,0)",0.96,20.2,Alta conectividade (< 100 m),São José do Calçado
2925,2.59,667.57,Muito pequeno (< 5 ha),1.17,"Compacto (DI < 1,5)",0.29,424.12,Média conectividade (100-500 m),Bom Jesus do Norte
2926,2.33,1483.07,Muito pequeno (< 5 ha),2.74,"Muito alongado (DI ≥ 2,0)",0,179.52,Média conectividade (100-500 m),São José do Calçado
2927,0.95,501.25,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,153.19,Média conectividade (100-500 m),Bom Jesus do Norte
2928,8.58,2387.27,Pequeno (5-10 ha),2.3,"Muito alongado (DI ≥ 2,0)",0.92,31.13,Alta conectividade (< 100 m),"Apiacá,São José do Calçado,Bom Jesus do Norte"
2929,6.43,1806.15,Pequeno (5-10 ha),2.01,"Muito alongado (DI ≥ 2,0)",0.51,47.21,Alta conectividade (< 100 m),São José do Calçado
2930,6.82,1120.62,Pequeno (5-10 ha),1.21,"Compacto (DI < 1,5)",2.39,88.02,Alta conectividade (< 100 m),"Apiacá,Bom Jesus do Norte"
2931,2.36,616.29,Muito pequeno (< 5 ha),1.13,"Compacto (DI < 1,5)",0.24,448.36,Média conectividade (100-500 m),São José do Calçado
2932,4.91,1603.93,Muito pequeno (< 5 ha),2.04,"Muito alongado (DI ≥ 2,0)",0.37,103.93,Média conectividade (100-500 m),Apiacá
2933,0.9,656.53,Muito pequeno (< 5 ha),1.96,"Alongado (1,5 ≤ DI < 2,0)",0,114.38,Média conectividade (100-500 m),Apiacá
2934,0.7,391.34,Muito pequeno (< 5 ha),1.32,"Compacto (DI < 1,5)",0,30.05,Alta conectividade (< 100 m),Bom Jesus do Norte
2935,1.82,628.92,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0,53.68,Alta conectividade (< 100 m),São José do Calçado
2936,1.16,706.57,Muito pequeno (< 5 ha),1.85,"Alongado (1,5 ≤ DI < 2,0)",0,33.94,Alta conectividade (< 100 m),São José do Calçado
2937,1.57,598.63,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0,252.15,Média conectividade (100-500 m),Apiacá
2938,0.77,449.37,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,137.77,Média conectividade (100-500 m),Bom Jesus do Norte
2939,0.7,373.26,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,73.93,Alta conectividade (< 100 m),São José do Calçado
2940,0.54,316.56,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0,31.13,Alta conectividade (< 100 m),Apiacá
2941,0.99,515.64,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,39.58,Alta conectividade (< 100 m),Apiacá
2942,0.82,421.22,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0,126.89,Média conectividade (100-500 m),São José do Calçado
2943,1.85,1265.11,Muito pequeno (< 5 ha),2.62,"Muito alongado (DI ≥ 2,0)",0,237.19,Média conectividade (100-500 m),São José do Calçado
2944,0.79,626.16,Muito pequeno (< 5 ha),1.98,"Alongado (1,5 ≤ DI < 2,0)",0,179.52,Média conectividade (100-500 m),São José do Calçado
2945,0.59,326.6,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0,123.21,Média conectividade (100-500 m),São José do Calçado
2946,51.54,5195.99,Médio (10-100 ha),2.04,"Muito alongado (DI ≥ 2,0)",29.23,46.74,Alta conectividade (< 100 m),Bom Jesus do Norte
2947,2.95,802.82,Muito pequeno (< 5 ha),1.32,"Compacto (DI < 1,5)",0.29,126.89,Média conectividade (100-500 m),São José do Calçado
2948,2.64,668.02,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0.32,88.02,Alta conectividade (< 100 m),Bom Jesus do Norte
2949,0.84,478.23,Muito pequeno (< 5 ha),1.47,"Compacto (DI < 1,5)",0,302.71,Média conectividade (100-500 m),Bom Jesus do Norte
2950,1.14,431.22,Muito pequeno (< 5 ha),1.14,"Compacto (DI < 1,5)",0,177.49,Média conectividade (100-500 m),São José do Calçado
2951,0.93,431.29,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,156.18,Média conectividade (100-500 m),Apiacá
2953,44.68,4279.55,Médio (10-100 ha),1.81,"Alongado (1,5 ≤ DI < 2,0)",25.37,40.57,Alta conectividade (< 100 m),Bom Jesus do Norte
2954,3.57,748.64,Muito pequeno (< 5 ha),1.12,"Compacto (DI < 1,5)",0.75,114.23,Média conectividade (100-500 m),Bom Jesus do Norte
2955,3.78,906.27,Muito pequeno (< 5 ha),1.32,"Compacto (DI < 1,5)",0.41,9.07,Alta conectividade (< 100 m),São José do Calçado
2956,2.11,747.23,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0.02,150.57,Média conectividade (100-500 m),Bom Jesus do Norte
2957,2.28,999.75,Muito pequeno (< 5 ha),1.87,"Alongado (1,5 ≤ DI < 2,0)",0,395.52,Média conectividade (100-500 m),Bom Jesus do Norte
2958,7.72,1155.37,Pequeno (5-10 ha),1.17,"Compacto (DI < 1,5)",2.9,177.49,Média conectividade (100-500 m),São José do Calçado
2959,3.18,947.95,Muito pequeno (< 5 ha),1.5,"Alongado (1,5 ≤ DI < 2,0)",0.05,181.49,Média conectividade (100-500 m),São José do Calçado
2960,12.57,2683.22,Médio (10-100 ha),2.14,"Muito alongado (DI ≥ 2,0)",2.17,163.27,Média conectividade (100-500 m),Apiacá
2961,24.63,4137.49,Médio (10-100 ha),2.35,"Muito alongado (DI ≥ 2,0)",8.91,39.58,Alta conectividade (< 100 m),Apiacá
2962,3.5,846.35,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0.32,156.18,Média conectividade (100-500 m),Apiacá
2963,1.08,666.51,Muito pequeno (< 5 ha),1.81,"Alongado (1,5 ≤ DI < 2,0)",0,195.05,Média conectividade (100-500 m),São José do Calçado
2964,0.53,395.28,Muito pequeno (< 5 ha),1.53,"Alongado (1,5 ≤ DI < 2,0)",0,61.22,Alta conectividade (< 100 m),Bom Jesus do Norte
2965,13.72,3786.52,Médio (10-100 ha),2.88,"Muito alongado (DI ≥ 2,0)",0.78,56.9,Alta conectividade (< 100 m),Bom Jesus do Norte
2967,2.22,736.79,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0,95.45,Alta conectividade (< 100 m),"São José do Calçado,Bom Jesus do Norte"
2968,10.03,1489.43,Médio (10-100 ha),1.33,"Compacto (DI < 1,5)",3.81,165.42,Média conectividade (100-500 m),Bom Jesus do Norte
2969,6.88,1457.32,Pequeno (5-10 ha),1.57,"Alongado (1,5 ≤ DI < 2,0)",1.85,14.95,Alta conectividade (< 100 m),Apiacá
2970,2.62,1663.82,Muito pequeno (< 5 ha),2.9,"Muito alongado (DI ≥ 2,0)",0,195.05,Média conectividade (100-500 m),São José do Calçado
2971,44.63,6604.07,Médio (10-100 ha),2.79,"Muito alongado (DI ≥ 2,0)",20.7,95.45,Alta conectividade (< 100 m),São José do Calçado
2972,2.46,1211.34,Muito pequeno (< 5 ha),2.18,"Muito alongado (DI ≥ 2,0)",0,10.23,Alta conectividade (< 100 m),São José do Calçado
2973,1.38,473.45,Muito pequeno (< 5 ha),1.14,"Compacto (DI < 1,5)",0.01,305.83,Média conectividade (100-500 m),Bom Jesus do Norte
2974,0.72,465.57,Muito pequeno (< 5 ha),1.55,"Alongado (1,5 ≤ DI < 2,0)",0,150.57,Média conectividade (100-500 m),"São José do Calçado,Bom Jesus do Norte"
2975,1.91,1333.63,Muito pequeno (< 5 ha),2.72,"Muito alongado (DI ≥ 2,0)",0,545.72,Baixa conectividade (≥ 500 m),"Apiacá,Bom Jesus do Norte"
2976,28.36,3545.31,Médio (10-100 ha),1.88,"Alongado (1,5 ≤ DI < 2,0)",12.26,60.89,Alta conectividade (< 100 m),"São José do Calçado,Alegre"
2977,2.88,1597.7,Muito pequeno (< 5 ha),2.65,"Muito alongado (DI ≥ 2,0)",0,48.34,Alta conectividade (< 100 m),Bom Jesus do Norte
2979,19.82,2800,Médio (10-100 ha),1.77,"Alongado (1,5 ≤ DI < 2,0)",8.33,10.23,Alta conectividade (< 100 m),São José do Calçado
2980,0.54,421.65,Muito pequeno (< 5 ha),1.61,"Alongado (1,5 ≤ DI < 2,0)",0,70.75,Alta conectividade (< 100 m),Bom Jesus do Norte
2981,2.06,1070.9,Muito pequeno (< 5 ha),2.1,"Muito alongado (DI ≥ 2,0)",0,70.75,Alta conectividade (< 100 m),Bom Jesus do Norte
2982,2.06,662.45,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0.05,452.12,Média conectividade (100-500 m),São José do Calçado
2983,6.3,1574.98,Pequeno (5-10 ha),1.77,"Alongado (1,5 ≤ DI < 2,0)",0.64,14.95,Alta conectividade (< 100 m),Apiacá
2984,3.44,1710.84,Muito pequeno (< 5 ha),2.6,"Muito alongado (DI ≥ 2,0)",0,49.28,Alta conectividade (< 100 m),Apiacá
2985,0.82,486.48,Muito pequeno (< 5 ha),1.52,"Alongado (1,5 ≤ DI < 2,0)",0,46.74,Alta conectividade (< 100 m),Bom Jesus do Norte
2986,2.67,1039.92,Muito pequeno (< 5 ha),1.79,"Alongado (1,5 ≤ DI < 2,0)",0,463.28,Média conectividade (100-500 m),São José do Calçado
2987,3.13,1139.49,Muito pequeno (< 5 ha),1.82,"Alongado (1,5 ≤ DI < 2,0)",0.06,105.03,Média conectividade (100-500 m),Bom Jesus do Norte
2988,0.87,643.04,Muito pequeno (< 5 ha),1.95,"Alongado (1,5 ≤ DI < 2,0)",0,127.46,Média conectividade (100-500 m),São José do Calçado
2989,0.82,564.77,Muito pequeno (< 5 ha),1.76,"Alongado (1,5 ≤ DI < 2,0)",0,15.74,Alta conectividade (< 100 m),São José do Calçado
2990,12.21,3208.13,Médio (10-100 ha),2.59,"Muito alongado (DI ≥ 2,0)",1.3,198.12,Média conectividade (100-500 m),"Guaçuí,Alegre"
2991,1.25,825.37,Muito pequeno (< 5 ha),2.08,"Muito alongado (DI ≥ 2,0)",0,201.57,Média conectividade (100-500 m),Apiacá
2992,0.79,423.41,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,97.9,Alta conectividade (< 100 m),São José do Calçado
2993,1.88,611.01,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,198.12,Média conectividade (100-500 m),"Guaçuí,Alegre"
2994,3.5,720.81,Muito pequeno (< 5 ha),1.09,"Compacto (DI < 1,5)",0.79,368.07,Média conectividade (100-500 m),Apiacá
2995,1.07,438.29,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0,539.87,Baixa conectividade (≥ 500 m),"São José do Calçado,Alegre"
2996,3.16,914.41,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0.25,128.13,Média conectividade (100-500 m),São José do Calçado
2998,1.35,526.99,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0,75.06,Alta conectividade (< 100 m),São José do Calçado
2999,0.74,518.04,Muito pequeno (< 5 ha),1.69,"Alongado (1,5 ≤ DI < 2,0)",0,68.79,Alta conectividade (< 100 m),Bom Jesus do Norte
3000,0.74,592.76,Muito pequeno (< 5 ha),1.94,"Alongado (1,5 ≤ DI < 2,0)",0,182.54,Média conectividade (100-500 m),São José do Calçado
3001,13.26,3069.94,Médio (10-100 ha),2.38,"Muito alongado (DI ≥ 2,0)",2.46,18.38,Alta conectividade (< 100 m),São José do Calçado
3002,2.06,924.22,Muito pequeno (< 5 ha),1.82,"Alongado (1,5 ≤ DI < 2,0)",0,101.71,Média conectividade (100-500 m),Bom Jesus do Norte
3003,36.68,4783.72,Médio (10-100 ha),2.23,"Muito alongado (DI ≥ 2,0)",15.99,180.34,Média conectividade (100-500 m),São José do Calçado
